,Location
20689,Oklahoma City
20690,"Cleveland, Ohio, United States"
20691,"Pittsburgh,PA"
20692,Chicago - Illinois
20693,iridium
20694,"Texas, USA"
20695,"Boston, MA"
20696,"Temple, Texas"
20697,Missouri
20698,"California, USA"
20699,"New York, NY"
20700,somewhere cold
20701,San Tan Valley Arizona
20702,Tristan da Cunha
20703,USA
20704,"London, England"
20705,Michigan
20706,United States 🇺🇸🎨🖌️🙏
20707,"Indianapolis, IN"
20708,"St Louis, MO"
20709,Chicago
20710,"Massachusetts, USA"
20711,Earth
20712,", "
20713,"Texas, USA"
20714,Chicago
20715,"Derby, CT 06418"
20716,American Southwest
20717,", "
20718,"Lagos, Nigeria"
20719,Illinois
20720,"KD, OP, KS"
20721,"New York, NY"
20722,"Elizabethtown-Kitley, Ontario"
20723,"California, USA"
20724,"Stockholm, Dublin"
20725,Japan
20726,Hell World
20727,United States
20728,"England, United Kingdom"
20729,London 
20730,"Cardenal Caro, Libertador Gene"
20731,"Sandy Springs, GA"
20732,"Lagos, Nigeria"
20733,"Houston, Texas"
20734,Columbus OH
20735,Back of the net
20736,"Florida, USA"
20737,"Mississippi, USA"
20738,United States
20739,USA
20740,"Houston, TX"
20741,"Austin, TX"
20742,"Bay Area, CA"
20743,Going somewhere cool!  
20744,India
20745,New York University 
20746,", "
20747,"Kansas City, MO"
20748,the Wildwoods WA
20749,"Portland, OR"
20750,Middle Earth Georgia USA
20751,"Santa Rosa, CA | Lubbock, TX"
20752,Middle of the country
20753,Prophet David Griffin’s Alter 
20754,"Berlin, Deutschland"
20755,Zagreb
20756,"Texas, USA"
20757,10601
20758,"the 🌍 stage, playing my part"
20759,"Charlotte, NC"
20760,"Laverne, OK"
20761,NYC
20762, ENGLAND 
20763,"Bristol, England"
20764,"Texas, USA"
20765,: 
20766,santiago
20767,united states
20768,United States
20769,United States
20770,"Georgia, USA"
20771,"Council Bluffs, Iowa"
20772,"Los Angeles, CA"
20773,"Manhattan, NY"
20774,"Staten Island, New York"
20775,Tucson
20776,"Toronto, Ontario"
20777,"Western Washington, USA"
20778,Israel
20779,"Edinburgh, Scotland"
20780,U.K. 
20781,FIJI ON THE RIO 
20782,604
20783,"Detroit, MI"
20784,", "
20785,USA
20786,"New Jersey, USA"
20787,Kansas & Missouri
20788,"Washington, USA"
20789,Worldwide
20790,"British Columbia,  Canada 🇨🇦"
20791,"Richmond, VA"
20792,Freezland
20793,"Florida, USA"
20794,"Somerville, MA"
20795,"Port Elizabeth, South Africa"
20796,"Lakeland, FL"
20797,"Irvine, CA"
20798,"Washington, DC"
20799,"Beckley, WV"
20800,"San Jose, CA"
20801,Veteran • Citizen 🇺🇸
20802,United Kingdom
20803,United States
20804,World
20805,Detroit-ish
20806,"Los Angeles, CA"
20807,"Sunnyvale, CA"
20808,"Sequim, WA"
20809,Florida 
20810,New York City /Jersey Shore
20811,Missouri
20812,"FlU - NWCNHS in Miami, FL"
20813,Massachusetts
20814,Sóc a la Milky Way
20815,"02138, Outpost 31 LV-426"
20816,"Yorkshire and The Humber, England"
20817,", "
20818,CA 
20819,"Fayetteville, NC"
20820,Planet Earth
20821,Northern Michigan  
20822,"Durham, NC"
20823,Shangra-la-de-da
20824,London
20825,California
20826,Ohio
20827,"Georgia, USA"
20828,Does not exist!
20829,United States
20830,Capital City of Fash Country
20831,: 
20832,Raleigh
20833,Wisconsin
20834,"Moncton NB, Canada"
20835,Chicago area
20836,"Chapel Hill, NC"
20837,D.C. Suburbs
20838,Indiana
20839,Blue Justice🌊Democracy 
20840,"Orlando, FL"
20841,New York City
20842,", "
20843,Glasgow
20844,Somewhere Out There in WI
20845,"Colorado, USA"
20846,"Trondheim, NO"
20847,"Boston, MA."
20848,Texas 
20849,"Montevideo, Uruguay"
20850,Shia Surprise
20851,FL via MT & CA
20852,"North East, England"
20853,New York City
20854,South
20855,"Iowa City, Iowa"
20856,"Scotland, United Kingdom"
20857,"Los Angeles, CA"
20858,DC
20859,AZ
20860,"Texas, USA"
20861,Somewhere Up North
20862,"San Francisco, CA"
20863,Multiverse
20864,United States
20865,"Richmond, VA"
20866,", "
20867,"Bethesda, MD"
20868,"Manhattan, NY"
20869,"Downingtown, PA"
20870,", "
20871,Yorkshire and The Humber
20872,Essex
20873,"Orlando, FL"
20874,atx
20875,Hell World
20876,Bharat
20877,"South Carolina, USA"
20878,"Los Angeles, CA"
20879,Saanichton BC
20880,Huelva
20881,Ecuador
20882,Texas
20883,United States
20884,Calgary Alberta Canada
20885,"San Mateo County, California"
20886,Cursed Ute Ground
20887,Botswana
20888,"San Mateo County, California"
20889,"Columbus, OH"
20890,Hampton Roads
20891,West Sussex
20892,IG:IAmDimiRaeTheModel
20893,"Aalter, België"
20894,"Chicago, IL"
20895,"San Mateo County, California"
20896,"San Mateo County, California"
20897,"Memphis, TN"
20898,"Farnham, England"
20899,", "
20900,West Berkshire
20901,"Yorta Yorta lands, Victoria."
20902,bilbao
20903,"Seattle, WA"
20904,South London
20905,North-East England
20906,"Manhattan, NY"
20907,delhi
20908,"New York, USA"
20909,"Salt Lake City, UT"
20910,South
20911,Indianapolis
20912,BRASIL
20913,Seattle
20914,"Montrose, Houston TX"
20915,grayson’s oatmeal
20916,"St Louis, MO"
20917,In an orchestra playing D&D
20918,"Summerland, British Columbia"
20919,"Deireadhcòinneach, Alba"
20920,"Hertford, Hertfordshire, UK"
20921,United States
20922,"Chicago, usually"
20923,A Pale Blue Dot
20924,New Delhi
20925,"Chicago, IL"
20926,Nederland
20927,"Tennessee, USA"
20928,"Phoenix, AZ"
20929,"Lincoln, England"
20930,Soviet Russia aka Austin TX
20931,European Union 
20932,DC
20933,India
20934,"Nashville, TN"
20935,Shropshire 
20936,"Washington, USA"
20937,"San Francisco, CA"
20938,Aurora IL
20939,"Kansas City, MO"
20940,New York
20941,"Bay Area, CA"
20942,NYC
20943,Aurora IL
20944,earth
20945,world
20946,"New York, USA"
20947,"Atlanta, GA"
20948,Baja British Columbia (Nee CA)
20949,Bonnie Scotland
20950,"Georgia, USA"
20951,"Los Angeles, California"
20952,The Mountains of Tennessee
20953,Where The Wine Tweets Are
20954,"Bay Area, CA"
20955,Southern California
20956,"Washington, DC"
20957,Aurora IL
20958,"Edmonton, Alberta"
20959,"Mumbai, India"
20960,Italia
20961,Texas
20962,Yorkshire and The Humber
20963,"Texas, USA"
20964,"glendale, az"
20965,"Bay Area, CA"
20966,"Phoenix, AZ "
20967,"Lewisville, TX"
20968,"Bay Area, CA"
20969,presumably somewhere on earth!
20970,"California, USA"
20971,LUCKNOW/DEORIA UP INDIA
20972,Miami Beach
20973,Utah
20974,"Bay Area, CA"
20975,Ooooooo how I relate to people
20976,Dallas
20977,🕷
20978,Pennsylvania
20979,"Bay Area, CA"
20980,"Los Angeles, California"
20981,"West Midlands, England"
20982,Aurora IL
20983,South
20984,"Bay Area, CA"
20985,"Pennsylvania, USA"
20986,New Hampshire
20987,Ohio
20988,"Seattle, WA"
20989,United States
20990,"New York, USA"
20991,"Seattle, WA"
20992,: 
20993,"Seremban, Negeri Sembilan"
20994,"Matagorda, Tx"
20995,Email: scytheandrobe@gmail.com
20996,United States
20997,The YO
20998,"Tulsa, OK"
20999,Washington
21000,somewhere
21001,Ontario 🇨🇦
21002,Aurora IL
21003,Oviedo
21004,കേരളം
21005,"Nevada, USA"
21006,"England, United Kingdom"
21007,"Frisco, TX"
21008,A Beach Town In Costa Rica
21009,"West Virginia, USA"
21010,"Maine, USA"
21011,", "
21012,Barcelona ● España
21013,The Upside Down
21014,"Atlanta, GA"
21015,"Washington, DC"
21016,India 
21017,"California, USA"
21018,United States
21019,"Iowa, USA"
21020,"Ontario, Canada"
21021,"Marbella, Spain"
21022,Girona - København
21023,"मुंबई, भारत"
21024,"Middle of Nowhere, Canada"
21025,"Nooitgedacht, South Africa"
21026,Skegness
21027,#USA
21028,Everywhere it matters
21029,yell
21030,Australia
21031,: 
21032,"Florida, USA"
21033,Twitter
21034,"Nairobi, Kenya"
21035,Locked down somewhere!
21036,Santiago de Chile Bay Area 
21037,France
21038,Above and Beyond
21039,AnywhereIWantToBe
21040, Vadodara gujarat
21041,"Houston, TX"
21042,"Columbus, Ohio"
21043,Earth
21044,Hongkong under CCP persecution
21045,she/her
21046,New York
21047,España - Cordoba
21048,"Minnesota, USA"
21049,"Massachusetts, USA"
21050,"Richmond, VA"
21051,"Randallstown, MD"
21052,"Texas, USA"
21053,"MONTANA & TEXAS,  USA"
21054,"North West, England"
21055,belgaum
21056,"Madison, Wisconsin"
21057,"Williamsburg, VA"
21058,Deep State
21059,Pennsylvania 
21060,Occupied Tsalaguwetiyi land
21061,"Purley, Surrey, UK"
21062,"Munich, Bavaria"
21063,EVERYWHERE BUT NOWHERE
21064,Austin
21065,sLOVEnia ♥Catalunya
21066,"New York, NY"
21067,New York
21068,Texas
21069,Oxford- before: Paris-Mtl-Bcn
21070,"Ontario, Canada"
21071,Lagos
21072,Toronto
21073,"Penticton, British Columbia"
21074,Emerald City
21075,Brooklyn
21076,Earth
21077,"Austin, TX"
21078,South Africa. 
21079,"Bulawayo, Zimbabwe"
21080,she/her
21081,Nottingham
21082,Headsure and Cockstrong
21083,Earth
21084,"Victoria, BC"
21085,England 
21086,The Netherlands
21087,Maaji Chani Hund Waerov
21088,"Phoenix, AZ"
21089,DC --- Dayton 
21090,Manchester
21091,I-16 GState on my LicensePlate
21092,"Birmingham, England"
21093,Nigeria
21094,nearest Travelodge
21095,", "
21096,"Baltimore, MD born and raised"
21097,"Southern Pines, NC"
21098,"Fairfield, Iowa"
21099,zug switzerland
21100,D  
21101,she/her
21102,Africa
21103,"Fingringhoe, England"
21104,", "
21105,Ghana
21106,United States
21107,my house
21108,"England, United Kingdom"
21109,"USA, East Coast"
21110,jeddah
21111,موريتانيا
21112,Los Angeles
21113,s/h ☬       ym
21114,Gilgit
21115,Omnipresent.
21116,Skz Oor Dc Mmm Got7 Day6 etc.
21117,The Serene Commonwealth 
21118,"Miami, FL"
21119,"New Jersey, USA"
21120,"England, United Kingdom"
21121,eastern washington
21122,Weimerica
21123,"Barony of Loligrad, West Mongolia (Finland)"
21124,Pretoria South Africa
21125,"Lawrence, MA"
21126,Norge
21127,Astroworld x Entergalactic
21128,"Nairobi, Kenya"
21129,", "
21130,"Phoenix, AZ"
21131,"Bengaluru, India"
21132,Herts
21133,London.
21134,"New York, USA"
21135,she/her
21136,Los Angeles
21137,"Victoria, Australia"
21138,North Worcestershire 🇬🇧
21139,el volcan | she/her/ella
21140,", "
21141,"Kerala, India"
21142,"New Castle, DE"
21143,New Delhi
21144,tx
21145,haileybaldwinsource@gmail.com
21146,"Gruene, Tx"
21147,"New York, NY"
21148,"North West London, UK"
21149,", "
21150,"Oldham, England"
21151,fuckoff
21152,Out of Colonial Mental Slavery
21153,westside
21154,♡
21155,Anytown. USA
21156,San Francisco Bay Area
21157,"New York, USA"
21158,Little St James
21159,Only worship-worthy deity=الله
21160,Purgatory
21161,Sweet Home Alabama/Georgia 
21162,محصور در حصار زمان !
21163,tpwk isn’t selective
21164,Bharat
21165,"New York, NY"
21166,"Oslo, Norway"
21167,fuckoff
21168,"Ontario, Canada"
21169,he/them | 19
21170,"Sindh, Pakistan"
21171,"Exeter, NH"
21172,"Lahore, Pakistan"
21173,I dunno... I think I got lost.
21174,California (o/18 :-)
21175,India
21176,"Machakos, Kenya"
21177,"New South Wales, Australia"
21178,TEXAS
21179,Earth
21180,london
21181,Being gay at Kroger
21182,State of Equilibrium
21183,India
21184,"90951, california"
21185,Wherever Nicki Minaj is
21186,"Houston, TX"
21187,", "
21188,london
21189,"Abia, Nigeria"
21190,"Durban, South Africa"
21191,she/her | OT5
21192,Oslo
21193,"Indiana, USA"
21194,United States
21195,Lake of Tranquility
21196,In the air
21197,"Gulag, Siberia "
21198,País Valencià
21199,Parler: @GravyDinner
21200,"Atlanta, GA"
21201,"Pencader, Wales"
21202,LA ✈️ Provo
21203,"Abuja, Nigeria"
21204,My crib  spins....EARTH yooo
21205,Gotham
21206,here 
21207,I-16 GState on my LicensePlate
21208,here 
21209,Arizona 
21210,India
21211,Maaji Chani Hund Waerov
21212,"02138, Outpost 31 LV-426"
21213,"Florida, USA"
21214,"funkytown (she/her, 17)"
21215,"Tampa, FL"
21216,"Puslinch, Ontario"
21217,Uzbekistan Imam Al-Bukhariy
21218,Earth 2 New Haven 
21219,Al Wakra 🇶🇦 | Chicago 🇺🇸
21220,Global Citizen
21221,ACAB
21222,"Connecticut, USA"
21223,"Philadelphia, PA"
21224,Gotham
21225,Mid-South
21226,Canada
21227,The Underworld 
21228,Between heaven and earth
21229,"Accra, Ghana"
21230,"Washington, DC"
21231,"Gulf Shores, AL"
21232,"Florida, USA"
21233,Always somewhere
21234,"Proudly, not followed by Modi"
21235,"South East, England"
21236,"Oakville, Ontario"
21237,"Illinois, USA"
21238,Netherlands
21239,Jhansi 
21240,"West Palm Beach, FL"
21241,Herts
21242,"Norfolk, UK"
21243,West london
21244,NE Derbyshire
21245,mobile device near you
21246,"Nairobi, Kenya"
21247,"Richmond Hill, Ontario. Canada"
21248,Ghana 🇬🇭
21249,"mom, can you come pick me up? "
21250,K’jipuktuk/Halifax
21251,"Springfield, IL"
21252,My brain
21253,United States
21254,Georgia / Minnesota
21255,"Jalandhar, Punjab,India"
21256,"Proudly, not followed by Modi"
21257,"Alexandria, Scotland"
21258,"Albuquerque, NM"
21259,"Washington, DC"
21260,United States
21261,"iran,tehran"
21262,"California, USA"
21263,"Wyoming, USA"
21264,"Boston, MA"
21265,"Chicago, IL"
21266,"Georgetown, TX"
21267,"California, USA"
21268,"Bradford, England"
21269,India
21270,England 
21271,Lake of Tranquility
21272,Ubiquitous
21273,Johannesburg
21274,Location: in her league
21275,Scotland
21276,Portsmouth
21277,United Kingdom
21278,The❤️beautiful👑Egypt
21279,"Miramar,FL"
21280,Ahmedabad & Turkey
21281,Far away 
21282,"Mount Greenwood, Chicago"
21283,"Jerusalem, Israel"
21284,United Kingdom
21285,"Cambridge, MA"
21286,Mukono
21287,Australia
21288,Lake of Tranquility
21289,🤧
21290,United Kingdom
21291,United States
21292,"Glendale, AZ"
21293,"Lagos, Nigeria"
21294,London UK
21295,Camberwell 
21296,"Tampa, FL"
21297,Cries in Cancer Moon
21298,http://research.library.gsu.ed
21299,"Kadunu, Nigeria"
21300,she/her ✨ 🏳️\u200d🌈
21301,San Diego and Kentucky
21302,"Mumbai, India"
21303,"Gandhinagar, Gujarat"
21304,"Ibadan, Nigeria"
21305,Humboldt Co
21306,Ghana Greater Accra 
21307,Maldives
21308,Coventry 
21309,Georgia
21310,Earth
21311,"Virginia, USA"
21312,"San Jose, CA"
21313,"Ikoyi, Nigeria"
21314,Llanfairfechan
21315,Indiana
21316,"Mumbai, India"
21317,"Atlanta, GA"
21318,Danmark
21319,Maldives
21320,Transplanted Jovian
21321,Kolkata
21322,"Mumbai, India"
21323,she/her ✨ 🏳️\u200d🌈
21324,"Bloemfontein, South Africa"
21325,wherever i please
21326,India 🇮🇳 
21327,"Chicago, IL"
21328,Maldives
21329,"Cape Coral, FL"
21330,Italy
21331,"In my own head, mostly."
21332,"Atlanta, GA"
21333,Nederland
21334,Suffolk
21335,My brain
21336,Instagram - Agyepkdesigns
21337,India
21338,Terra Humilem
21339,Up in video game space.
21340,🇸🇰🇪🇸🇺🇸
21341,Jersey
21342,"Salford, England"
21343,usa
21344,under these bitches skin 
21345,"Italy, Turkey, Europe"
21346,India
21347,"Lahore, Pakistan"
21348,"Cairo, Egypt"
21349,GOV of Georgia♥️ Dibs on VP 🤣
21350,"Glaswegian in Essex, UK "
21351,Holding a Controller
21352,"Karachi, Pakistan"
21353,Earth
21354,nearest Travelodge
21355,"California, USA"
21356,England 
21357,Hell 
21358,Sri Lanka
21359,United Kingdom
21360,Deez Nuts
21361,"New Delhi, India"
21362,"Sandy Springs, GA"
21363,"Wynnewood, OK"
21364,Bengaluru
21365,"New York, NY"
21366,"Cambridge, England"
21367,"Fort Gay, WV"
21368,"Asheville, NC"
21369,"Adelaide, South Australia"
21370,Roof Korea
21371,"Midlothian, VA"
21372,𝐟𝐞𝐦𝐛𝐨𝐲 𝐡𝐨𝐨𝐭𝐞𝐫𝐬
21373,maldives
21374,"In My Thoughts, GA"
21375,Texas🇨🇿USA🇺🇸
21376,"Montana, USA"
21377,London
21378,"Seattle, WA"
21379,"Puerto Rico, USA"
21380,USSR
21381,"Gorakhpur, India "
21382,"Stoke-on-Trent, England"
21383,Brent/Newcastle
21384,"London, England"
21385,"Florida, USA"
21386,"Vaal, South Africa"
21387,"DC, Maryland and Virginia"
21388,Above SIN 
21389,"Stockholm, Sweden"
21390,", "
21391,Kampala.
21392,"Los Angeles, CA"
21393,My Village || Lagos 🇳🇬
21394,"Somewhere, United States"
21395,Namtiddies™
21396,"Katy, TX"
21397,"Atlanta, GA"
21398,"Dallas, TX"
21399,", "
21400,anywhere but here 
21401,"North Carolina, United States"
21402,"Washington, DC"
21403,Whitehouse Station New Jersey
21404,monterrey mexico
21405,", "
21406,ep tx
21407,540241
21408,"The Ascent quest, Lord Shaxx"
21409,Area 51!
21410,Winden
21411,"Montréal, Québec"
21412,"wakanda,"
21413,"Texas, USA"
21414,Between psychotic and iconic
21415,London 
21416,Utopia
21417,Enugu Nigeria 
21418,"North Carolina, USA"
21419,"Tennessee, USA"
21420,Liberal hypocrisy
21421,Hindustan
21422,"Gravity Falls, OR"
21423,"Kerala, India"
21424,Earth
21425,"Middletown, NY"
21426,"Wildwood, Mo"
21427,"Texas, USA"
21428,"Scotland, UK"
21429,"Dreamville, NC"
21430,"New York, NY"
21431,Nigeria
21432,New Delhi 
21433,"Hell, Earth"
21434,"Ventura, CA"
21435,"Kerala, India"
21436,Submissions available!
21437,Brahma Loka
21438,United Kingdom
21439,"New York, USA"
21440,On ur screen
21441,"New York, NY, USA 🇺🇸🇭🇹"
21442,with my dogs 
21443,"North Carolina, USA"
21444,Weimerica
21445,Not America
21446,Illinois
21447,"Los Angeles, CA"
21448,"Nairobi, Kenya"
21449,Worldwide
21450,Introspecting
21451,"Atlanta, GA"
21452,Uganda
21453,"New Delhi, India"
21454,"Lyngen Alps 70°N, Norway 🇳🇴"
21455,"Lagos,Ibadan,Nigeria "
21456,"06:10:14.47-74:45:10.96, ICRS "
21457,"Calgary, Alberta"
21458,Not America
21459,"Kampala, Uganda"
21460,crying 
21461,"Salem, Tamil Nadu"
21462,No where ...
21463,"Mesa, AZ"
21464,"State College, PA, missing MKE"
21465,"s Pub "", "
21466,Finland
21467,"Mansfield, England"
21468,Abuja
21469,"Arlington, VA"
21470,UK
21471,xe/they | 18
21472,"Mulund, Mumbai, India"
21473,#IStandWithPresidentTrump
21474,", "
21475,"Dar es Salaam, Tanzania"
21476,"12865 99E Red Bluff, CA 96080"
21477,Lebanon
21478,United States
21479,Trincomalee Srilanka
21480,World
21481,🇺🇸🇭🇷
21482,India
21483,kanpur
21484,"San Jose, California, U.S."
21485,In my head\U0001fa90
21486,Greater New York=Gotham=USA#1
21487,"Mississippi, USA"
21488,"Fife, WA"
21489,"Cheney, WA"
21490,"Muscat, Oman"
21491,Malabami
21492,Jammu And Kashmir
21493,Nottingham
21494,United States Va Springfield
21495,"The Tundra, upNorth"
21496,"Concord, CA"
21497,"Cabot, Arkansas, USA"
21498,nearest Travelodge
21499,kou•she/her•xvii•cabin7•blm
21500,"Patna, India"
21501,"Saint Helens, England"
21502,"Mansoura, Egypt"
21503,Between this life and the next
21504,Eastern Canada
21505,ABUJA
21506,"Tiruchirapalli, India"
21507,"England, United Kingdom"
21508,"757, Virginia"
21509,Karachi
21510,"California, United States"
21511,Canada and USA
21512,"Delano, CA, USA"
21513,🚬
21514,United States
21515,"Manchester, England."
21516,"Nashville, TN"
21517,United States
21518,#TN46 
21519,"North West, England"
21520,"Hyderabad, India"
21521,817
21522,Manchester
21523,Honolulu Africa/Asia
21524,Greater Kumasi
21525,"Lagos, Nigeria"
21526, L B M 
21527,Wonderland
21528,"Chowpatty, Mumbai"
21529,United States
21530,she/her 
21531,X: 69.42069 Y: 12.000 Z: 666.0
21532,"Lucknow, India"
21533,South Africa
21534,Earth
21535,chennai
21536,Home with the Armadillo
21537,"İstanbul, Türkiye"
21538,Olympus mons
21539,she/her
21540,"खारघर, पनवेल"
21541,United States
21542,𐒣𐒣𐒣
21543,Saint Lucia
21544,"Houston, TX"
21545,Abeokuta
21546,the cum zone
21547,Lagos
21548,"London, England"
21549,chennai
21550,Texas a New Day is Coming!
21551,"Ilorin, Nigeria"
21552,Waiting for the shooting
21553,"Kampala, Uganda"
21554,"उत्तर प्रदेश, भारत"
21555,N.California - S.France
